id,Exited
15227,0.8614974
15228,0.33781415
15229,0.023844967
15230,0.10643919
15231,0.2678267
15232,0.010177327
15233,0.018910447
15234,0.18306834
15235,0.011752246
15236,0.12356838
15237,0.047304973
15238,0.13886443
15239,0.189393
15240,0.20898826
15241,0.00981158
15242,0.06635629
15243,0.011511138
15244,0.018257672
15245,0.13689499
15246,0.009781383
15247,0.10109113
15248,0.86009926
15249,0.6713783
15250,0.088417225
15251,0.009280674
15252,0.020895332
15253,0.49890995
15254,0.017163327
15255,0.9131266
15256,0.29470962
15257,0.9018593
15258,0.11284627
15259,0.25231922
15260,0.009278942
15261,0.16185561
15262,0.018939624
15263,0.365815
15264,0.1255905
15265,0.07105534
15266,0.69803685
15267,0.07152164
15268,0.894397
15269,0.00962035
15270,0.02408729
15271,0.009932637
15272,0.079233386
15273,0.074443735
15274,0.24198261
15275,0.07455342
15276,0.016104706
15277,0.045069516
15278,0.018402655
15279,0.3883473
15280,0.010714142
15281,0.015229538
15282,0.009898484
15283,0.009255879
15284,0.014817588
15285,0.021440294
15286,0.01981782
15287,0.024521248
15288,0.07800694
15289,0.05512345
15290,0.6815678
15291,0.063415825
15292,0.8798302
15293,0.20859958
15294,0.019369738
15295,0.24907328
15296,0.02449316
15297,0.08541188
15298,0.01853947
15299,0.08725797
15300,0.059297763
15301,0.20620343
15302,0.018919192
15303,0.18248315
15304,0.047825545
15305,0.5040021
15306,0.08519583
15307,0.35508183
15308,0.0897299
15309,0.07921006
15310,0.046542995
15311,0.06357646
15312,0.71807593
15313,0.031817485
15314,0.6838795
15315,0.3526266
15316,0.91423804
15317,0.042239215
15318,0.37626734
15319,0.019910878
15320,0.10104816
15321,0.09497446
15322,0.048636053
15323,0.6821447
15324,0.45224673
15325,0.16969521
15326,0.017943325
15327,0.023775825
15328,0.23972951
15329,0.08529156
15330,0.016694317
15331,0.033368327
15332,0.074959196
15333,0.009264916
15334,0.023362657
15335,0.53985745
15336,0.018458659
15337,0.30330864
15338,0.023300104
15339,0.06600483
15340,0.15161377
15341,0.118127435
15342,0.9093705
15343,0.071425416
15344,0.024317278
15345,0.10242463
15346,0.100488596
15347,0.6743829
15348,0.13774504
15349,0.13610038
15350,0.15890828
15351,0.10807718
15352,0.019175153
15353,0.19528149
15354,0.045059383
15355,0.012344634
15356,0.7055042
15357,0.89099056
15358,0.10626525
15359,0.40948033
15360,0.03526187
15361,0.9468787
15362,0.21040784
15363,0.016396679
15364,0.06067083
15365,0.009263184
15366,0.25756556
15367,0.08208499
15368,0.01756345
15369,0.0085625835
15370,0.81282365
15371,0.01964365
15372,0.01825426
15373,0.09899141
15374,0.0119040385
15375,0.63111645
15376,0.2432297
15377,0.32548127
15378,0.26113924
15379,0.57833886
15380,0.9419222
15381,0.28453362
15382,0.6688775
15383,0.0482889
15384,0.36247572
15385,0.16850588
15386,0.25029978
15387,0.18886614
15388,0.023107685
15389,0.15219277
15390,0.4406533
15391,0.54959846
15392,0.03486617
15393,0.17340675
15394,0.022879016
15395,0.27073476
15396,0.34741652
15397,0.41906834
15398,0.08691019
15399,0.41450292
15400,0.30903134
15401,0.08550233
15402,0.009254146
15403,0.18971859
15404,0.04483906
15405,0.098020494
15406,0.5750936
15407,0.23606652
15408,0.010607777
15409,0.33040753
15410,0.067627035
15411,0.19214667
15412,0.01632636
15413,0.0212461
15414,0.44007027
15415,0.67472607
15416,0.20253146
15417,0.17567287
15418,0.92923456
15419,0.017811166
15420,0.024058113
15421,0.39032263
15422,0.06691176
15423,0.12648547
15424,0.9168869
15425,0.01782933
15426,0.046498284
15427,0.030426143
15428,0.017940724
15429,0.7433531
15430,0.018104924
15431,0.66901445
15432,0.015229538
15433,0.025594186
15434,0.024484217
15435,0.6099947
15436,0.54922605
15437,0.7346112
15438,0.017480427
15439,0.017105933
15440,0.33673838
15441,0.015906103
15442,0.008708194
15443,0.071689926
15444,0.8859804
15445,0.86013067
15446,0.1270249
15447,0.055341773
15448,0.06641497
15449,0.019327238
15450,0.2970371
15451,0.66891474
15452,0.009717584
15453,0.017331865
15454,0.059349492
15455,0.18178663
15456,0.49816185
15457,0.2747172
15458,0.50250524
15459,0.0111694
15460,0.5179506
15461,0.90774554
15462,0.022254087
15463,0.074994385
15464,0.017904224
15465,0.07084404
15466,0.053509325
15467,0.021698866
15468,0.40394488
15469,0.29435164
15470,0.009264916
15471,0.18194465
15472,0.073846735
15473,0.022130081
15474,0.065478474
15475,0.02826552
15476,0.8647032
15477,0.0992378
15478,0.87751055
15479,0.4118163
15480,0.020210346
15481,0.009280674
15482,0.22116555
15483,0.013704777
15484,0.5747279
15485,0.019150438
15486,0.015101869
15487,0.043645993
15488,0.019899853
15489,0.11574801
15490,0.58847576
15491,0.019039625
15492,0.086501494
15493,0.20806476
15494,0.08814412
15495,0.2007811
15496,0.0800095
15497,0.02467898
15498,0.41960642
15499,0.04237648
15500,0.019980824
15501,0.6816056
15502,0.522259
15503,0.060841843
15504,0.020611476
15505,0.036984384
15506,0.02097808
15507,0.015844338
15508,0.15695383
15509,0.0858335
15510,0.2714412
15511,0.02640195
15512,0.01707616
15513,0.021861445
15514,0.12492525
15515,0.18058862
15516,0.063280426
15517,0.5172149
15518,0.009623051
15519,0.008859891
15520,0.15945064
15521,0.19038208
15522,0.019642536
15523,0.08895425
15524,0.027566317
15525,0.18784577
15526,0.11098858
15527,0.08495524
15528,0.013512664
15529,0.7917605
15530,0.015906103
15531,0.048591577
15532,0.0644361
15533,0.023118924
15534,0.09316344
15535,0.00962035
15536,0.5514298
15537,0.009129826
15538,0.035168104
15539,0.014693253
15540,0.07260659
15541,0.009559646
15542,0.11981568
15543,0.070801966
15544,0.015297137
15545,0.0212461
15546,0.21740156
15547,0.022458266
15548,0.062449146
15549,0.530916
15550,0.91434485
15551,0.018639438
15552,0.08181255
15553,0.1560215
15554,0.02232759
15555,0.8925514
15556,0.023914222
15557,0.52087295
15558,0.0198557
15559,0.10156457
15560,0.014972217
15561,0.21857312
15562,0.015627138
15563,0.256617
15564,0.51397496
15565,0.015425548
15566,0.3421482
15567,0.6944828
15568,0.25207022
15569,0.83068657
15570,0.023511548
15571,0.1044905
15572,0.12743743
15573,0.018019421
15574,0.019485358
15575,0.5912659
15576,0.064824276
15577,0.15731636
15578,0.050997876
15579,0.203267
15580,0.022444714
15581,0.1881582
15582,0.21588261
15583,0.021498095
15584,0.014953285
15585,0.021326553
15586,0.4689526
15587,0.048910927
15588,0.3133546
15589,0.10074917
15590,0.009980487
15591,0.18270892
15592,0.074443735
15593,0.021836964
15594,0.6428223
15595,0.06523723
15596,0.53727776
15597,0.010592015
15598,0.36732265
15599,0.3501135
15600,0.110910095
15601,0.104129866
15602,0.88126934
15603,0.28621823
15604,0.039533086
15605,0.121161886
15606,0.059695784
15607,0.16365156
15608,0.7814705
15609,0.00962035
15610,0.03611604
15611,0.15115306
15612,0.11752719
15613,0.1907735
15614,0.02408729
15615,0.018567625
15616,0.018695468
15617,0.6700733
15618,0.0665115
15619,0.016434288
15620,0.062518485
15621,0.22771792
15622,0.04302107
15623,0.18736936
15624,0.02453327
15625,0.020895684
15626,0.29039782
15627,0.099703625
15628,0.023655139
15629,0.88407207
15630,0.10257526
15631,0.009631351
15632,0.15493232
15633,0.21348582
15634,0.0092428215
15635,0.6391731
15636,0.013570499
15637,0.3403112
15638,0.009642579
15639,0.20539623
15640,0.8558513
15641,0.012108395
15642,0.09441544
15643,0.031312287
15644,0.097734004
15645,0.046364743
15646,0.91633564
15647,0.5131468
15648,0.12209433
15649,0.019960416
15650,0.49793264
15651,0.008526463
15652,0.086304516
15653,0.018144453
15654,0.018863471
15655,0.06369897
15656,0.04499706
15657,0.08562704
15658,0.19399895
15659,0.011513842
15660,0.24652162
15661,0.021037564
15662,0.092737965
15663,0.023430796
15664,0.14685786
15665,0.020479636
15666,0.12994957
15667,0.018689474
15668,0.019261831
15669,0.3229356
15670,0.008875649
15671,0.48034817
15672,0.76071036
15673,0.47509843
15674,0.6727841
15675,0.67020226
15676,0.02250026
15677,0.23619588
15678,0.02324431
15679,0.032100752
15680,0.055880185
15681,0.023775825
15682,0.015841737
15683,0.015616223
15684,0.024881145
15685,0.009129826
15686,0.010627724
15687,0.15788677
15688,0.20465678
15689,0.029189367
15690,0.17473544
15691,0.13107754
15692,0.029525733
15693,0.9174044
15694,0.18097328
15695,0.28097126
15696,0.014848683
15697,0.08386919
15698,0.020628462
15699,0.15743454
15700,0.072449096
15701,0.08960019
15702,0.015695762
15703,0.7051319
15704,0.17327729
15705,0.010660514
15706,0.016833637
15707,0.12418579
15708,0.17605115
15709,0.06250527
15710,0.19819829
15711,0.016842349
15712,0.018915744
15713,0.36451113
15714,0.09747874
15715,0.018925631
15716,0.0228717
15717,0.8995908
15718,0.321847
15719,0.009333167
15720,0.015226021
15721,0.014499273
15722,0.95166063
15723,0.34714496
15724,0.36551344
15725,0.018604849
15726,0.064056665
15727,0.12378207
15728,0.223917
15729,0.015627138
15730,0.090501174
15731,0.17929941
15732,0.044292733
15733,0.021354744
15734,0.00962035
15735,0.020038731
15736,0.017466936
15737,0.4154735
15738,0.71641827
15739,0.07839215
15740,0.018308626
15741,0.1298949
15742,0.1667518
15743,0.13493983
15744,0.19934317
15745,0.01970264
15746,0.18468225
15747,0.15177849
15748,0.07712234
15749,0.67684436
15750,0.034037545
15751,0.008963853
15752,0.27148217
15753,0.5045302
15754,0.02388809
15755,0.16051614
15756,0.5527552
15757,0.5317965
15758,0.2998743
15759,0.017511666
15760,0.16422684
15761,0.009218026
15762,0.061921127
15763,0.036632184
15764,0.3539309
15765,0.5239802
15766,0.01788889
15767,0.67116034
15768,0.02247088
15769,0.15159662
15770,0.062048685
15771,0.3300537
15772,0.018838087
15773,0.56331456
15774,0.12449136
15775,0.019799884
15776,0.21213163
15777,0.016343214
15778,0.26255465
15779,0.52238894
15780,0.009263184
15781,0.5325387
15782,0.06626883
15783,0.15226144
15784,0.0096320845
15785,0.23050994
15786,0.41704047
15787,0.02151027
15788,0.13006021
15789,0.022100905
15790,0.5436601
15791,0.022798415
15792,0.027215669
15793,0.8671275
15794,0.12046456
15795,0.3954483
15796,0.027486514
15797,0.010519577
15798,0.84260947
15799,0.017450577
15800,0.7102857
15801,0.038003232
15802,0.2073479
15803,0.04696373
15804,0.023211014
15805,0.018937485
15806,0.51959854
15807,0.047801673
15808,0.010204503
15809,0.009129826
15810,0.93512625
15811,0.9117653
15812,0.014853954
15813,0.14112677
15814,0.021443563
15815,0.49359503
15816,0.011004014
15817,0.11607354
15818,0.91598463
15819,0.036383428
15820,0.8966747
15821,0.66532683
15822,0.018141763
15823,0.7938408
15824,0.19530253
15825,0.02102294
15826,0.8496145
15827,0.018397326
15828,0.06790022
15829,0.008859154
15830,0.2608935
15831,0.010359881
15832,0.16816257
15833,0.16012372
15834,0.0171922
15835,0.29117945
15836,0.35856283
15837,0.39593562
15838,0.89821684
15839,0.018493846
15840,0.009413559
15841,0.09927656
15842,0.33974385
15843,0.019877817
15844,0.11133667
15845,0.31255966
15846,0.02430913
15847,0.4510458
15848,0.021080019
15849,0.17217539
15850,0.76436543
15851,0.60037553
15852,0.02268089
15853,0.029796017
15854,0.20393635
15855,0.044663392
15856,0.8902235
15857,0.015229538
15858,0.95734006
15859,0.05088847
15860,0.010371702
15861,0.009740915
15862,0.017911548
15863,0.015679527
15864,0.09917123
15865,0.027024131
15866,0.13398731
15867,0.024069032
15868,0.6907182
15869,0.38339075
15870,0.5019702
15871,0.017541595
15872,0.07254201
15873,0.13443579
15874,0.008823335
15875,0.0495152
15876,0.0406363
15877,0.09108064
15878,0.015359554
15879,0.65747434
15880,0.020915406
15881,0.044330716
15882,0.024338307
15883,0.79612136
15884,0.019014198
15885,0.011526899
15886,0.078966856
15887,0.009992324
15888,0.19600141
15889,0.5514382
15890,0.039492942
15891,0.29765567
15892,0.31775856
15893,0.08356928
15894,0.17606203
15895,0.94587344
15896,0.018891964
15897,0.019179614
15898,0.9107711
15899,0.08986092
15900,0.015815668
15901,0.27646655
15902,0.116424866
15903,0.047379997
15904,0.15281823
15905,0.0740822
15906,0.0447065
15907,0.008525725
15908,0.2914316
15909,0.35763398
15910,0.008875649
15911,0.010294631
15912,0.014374953
15913,0.05742658
15914,0.31733483
15915,0.021747451
15916,0.60202587
15917,0.07365124
15918,0.17559105
15919,0.9020229
15920,0.026139487
15921,0.088688284
15922,0.25297377
15923,0.70422536
15924,0.094760284
15925,0.04085122
15926,0.012872081
15927,0.35560438
15928,0.115377516
15929,0.024686987
15930,0.016414043
15931,0.37304276
15932,0.18034223
15933,0.07861196
15934,0.05780634
15935,0.035846367
15936,0.018383889
15937,0.019239936
15938,0.018350953
15939,0.08327171
15940,0.009129826
15941,0.027950522
15942,0.07455342
15943,0.014953285
15944,0.029664798
15945,0.19983971
15946,0.01433434
15947,0.020202735
15948,0.020289145
15949,0.5631978
15950,0.016055409
15951,0.49226585
15952,0.108873986
15953,0.16466153
15954,0.026743274
15955,0.0097702
15956,0.068734616
15957,0.894407
15958,0.5296394
15959,0.10988523
15960,0.009344079
15961,0.023584068
15962,0.015563637
15963,0.014027834
15964,0.01848563
15965,0.02387632
15966,0.27624345
15967,0.6933986
15968,0.15686812
15969,0.100309856
15970,0.20197535
15971,0.017723816
15972,0.15779231
15973,0.018054718
15974,0.54645014
15975,0.4531405
15976,0.19623832
15977,0.31301445
15978,0.025766212
15979,0.1136946
15980,0.89820963
15981,0.13932838
15982,0.009414297
15983,0.03340313
15984,0.018772574
15985,0.049609892
15986,0.9026501
15987,0.0242054
15988,0.057643313
15989,0.123736225
15990,0.5774046
15991,0.17782657
15992,0.021646123
15993,0.0438755
15994,0.019681495
15995,0.009932637
15996,0.075369015
15997,0.05604807
15998,0.66871715
15999,0.17970435
16000,0.2593498
16001,0.306775
16002,0.11645687
16003,0.023455145
16004,0.12469197
16005,0.9177847
16006,0.010728357
16007,0.76615506
16008,0.020173559
16009,0.21524648
16010,0.7013034
16011,0.5736882
16012,0.015229538
16013,0.017729541
16014,0.8946976
16015,0.15071648
16016,0.87704825
16017,0.053509325
16018,0.020915406
16019,0.2612405
16020,0.27083224
16021,0.021504777
16022,0.014972217
16023,0.17365694
16024,0.14941318
16025,0.02650674
16026,0.0179334
16027,0.009278942
16028,0.109639995
16029,0.18848886
16030,0.04669194
16031,0.7029004
16032,0.020259166
16033,0.008650783
16034,0.05500742
16035,0.018103156
16036,0.13839814
16037,0.75187284
16038,0.48578358
16039,0.017806409
16040,0.088460006
16041,0.15684679
16042,0.4056812
16043,0.31304574
16044,0.02282406
16045,0.7013862
16046,0.72799313
16047,0.24461742
16048,0.48779473
16049,0.017739886
16050,0.056958605
16051,0.02188127
16052,0.010378338
16053,0.5028001
16054,0.116577506
16055,0.015670776
16056,0.026145618
16057,0.92112356
16058,0.1543417
16059,0.5288981
16060,0.12125798
16061,0.026049573
16062,0.02161264
16063,0.8669816
16064,0.8661269
16065,0.018625516
16066,0.24488267
16067,0.077036545
16068,0.3096492
16069,0.91653365
16070,0.8763937
16071,0.32027295
16072,0.02170563
16073,0.008984216
16074,0.022609862
16075,0.01756345
16076,0.018028544
16077,0.09767452
16078,0.020335307
16079,0.68145156
16080,0.02387408
16081,0.42916846
16082,0.26595938
16083,0.7208149
16084,0.022066059
16085,0.07195847
16086,0.07403797
16087,0.080640346
16088,0.68879944
16089,0.031008124
16090,0.9633558
16091,0.017171234
16092,0.0119018685
16093,0.018077064
16094,0.64741147
16095,0.024079954
16096,0.01806875
16097,0.55122364
16098,0.085656166
16099,0.432845
16100,0.019337336
16101,0.6963466
16102,0.22379804
16103,0.29137143
16104,0.015745308
16105,0.1780917
16106,0.09044082
16107,0.021426793
16108,0.016653772
16109,0.04631965
16110,0.09390532
16111,0.008438263
16112,0.24293955
16113,0.17516722
16114,0.024711788
16115,0.43420488
16116,0.023847144
16117,0.3327822
16118,0.017242277
16119,0.08552505
16120,0.9008121
16121,0.65433097
16122,0.017817738
16123,0.39049056
16124,0.09022477
16125,0.018005533
16126,0.018499352
16127,0.024793545
16128,0.015975513
16129,0.2202164
16130,0.5162961
16131,0.05932147
16132,0.06060096
16133,0.0179334
16134,0.010781443
16135,0.00980548
16136,0.6706547
16137,0.93492806
16138,0.08221824
16139,0.31969586
16140,0.025093904
16141,0.018140042
16142,0.019552786
16143,0.36161986
16144,0.9437198
16145,0.009201419
16146,0.65113235
16147,0.08104933
16148,0.023542741
16149,0.016727451
16150,0.015554458
16151,0.009122256
16152,0.49312901
16153,0.116661005
16154,0.3441945
16155,0.061179675
16156,0.11134027
16157,0.023312712
16158,0.9397369
16159,0.008974299
16160,0.8293165
16161,0.48870823
16162,0.27486902
16163,0.050934378
16164,0.01785492
16165,0.11204809
16166,0.022924792
16167,0.034664713
16168,0.6884114
16169,0.6819018
16170,0.6817861
16171,0.16209045
16172,0.072078526
16173,0.017729541
16174,0.8496508
16175,0.01772553
16176,0.021798277
16177,0.14459592
16178,0.017652137
16179,0.49359226
16180,0.061648767
16181,0.27120274
16182,0.04464137
16183,0.11551944
16184,0.06834776
16185,0.014239438
16186,0.019196
16187,0.0244054
16188,0.018019421
16189,0.016150054
16190,0.02636915
16191,0.5188918
16192,0.023053816
16193,0.024284456
16194,0.014644887
16195,0.51918113
16196,0.053967237
16197,0.22634536
16198,0.13515295
16199,0.016514555
16200,0.23192935
16201,0.021798277
16202,0.019375134
16203,0.04924812
16204,0.10268734
16205,0.89785904
16206,0.01836862
16207,0.018506685
16208,0.49289775
16209,0.05831945
16210,0.060504705
16211,0.053248625
16212,0.12736773
16213,0.013125338
16214,0.06915792
16215,0.03752087
16216,0.059292704
16217,0.019582186
16218,0.038625404
16219,0.015657175
16220,0.034664713
16221,0.20863086
16222,0.2107345
16223,0.7302464
16224,0.010188742
16225,0.017480427
16226,0.017420277
16227,0.056430925
16228,0.015991606
16229,0.15626484
16230,0.02656607
16231,0.09580442
16232,0.010648476
16233,0.046494707
16234,0.059673436
16235,0.022233618
16236,0.11962562
16237,0.018019421
16238,0.009078994
16239,0.2445351
16240,0.017408198
16241,0.31706446
16242,0.071670756
16243,0.021528134
16244,0.12347535
16245,0.01737577
16246,0.21511133
16247,0.21824355
16248,0.02192592
16249,0.01817259
16250,0.054150026
16251,0.20777544
16252,0.3013971
16253,0.23943643
16254,0.016960997
16255,0.18619317
16256,0.018645987
16257,0.04591374
16258,0.0105520375
16259,0.06371271
16260,0.18730618
16261,0.6922909
16262,0.45838884
16263,0.018759381
16264,0.0104638375
16265,0.29772234
16266,0.011162436
16267,0.009657204
16268,0.57554877
16269,0.021309884
16270,0.15359586
16271,0.021403002
16272,0.15267664
16273,0.009344079
16274,0.5151358
16275,0.018799804
16276,0.8389831
16277,0.018220225
16278,0.020093676
16279,0.01872089
16280,0.019411093
16281,0.0266164
16282,0.037579
16283,0.076857135
16284,0.015842602
16285,0.012313211
16286,0.12389028
16287,0.021746356
16288,0.21761148
16289,0.915388
16290,0.9590406
16291,0.18709196
16292,0.015020654
16293,0.9122607
16294,0.012754034
16295,0.60893196
16296,0.010328809
16297,0.9294707
16298,0.17223646
16299,0.5308556
16300,0.009996248
16301,0.0097702
16302,0.11368347
16303,0.015836135
16304,0.8992166
16305,0.009244967
16306,0.016973281
16307,0.075838916
16308,0.88599
16309,0.77478814
16310,0.009344079
16311,0.05735682
16312,0.53509927
16313,0.027718786
16314,0.016558623
16315,0.50510937
16316,0.92511433
16317,0.19166711
16318,0.16732115
16319,0.01616811
16320,0.014095087
16321,0.020173559
16322,0.15028119
16323,0.1151361
16324,0.11583515
16325,0.014733374
16326,0.93374836
16327,0.11121084
16328,0.7928953
16329,0.025009176
16330,0.2621681
16331,0.07393834
16332,0.02097486
16333,0.02038028
16334,0.9586096
16335,0.07754682
16336,0.18702243
16337,0.009218026
16338,0.30706713
16339,0.3021357
16340,0.6523597
16341,0.9159217
16342,0.043934297
16343,0.6657165
16344,0.0144432075
16345,0.07296493
16346,0.047757596
16347,0.19613104
16348,0.023646358
16349,0.09289711
16350,0.017817738
16351,0.018906202
16352,0.19425368
16353,0.77864856
16354,0.14821188
16355,0.018785637
16356,0.12011751
16357,0.35612237
16358,0.022510512
16359,0.036673415
16360,0.019088019
16361,0.01737577
16362,0.18507777
16363,0.90674084
16364,0.21202871
16365,0.10775885
16366,0.19055253
16367,0.086160235
16368,0.5877427
16369,0.020812314
16370,0.15638836
16371,0.5737525
16372,0.045385238
16373,0.5778033
16374,0.015337259
16375,0.51613843
16376,0.08057201
16377,0.57046616
16378,0.15913653
16379,0.40335009
16380,0.01885179
16381,0.09767953
16382,0.49243826
16383,0.011615099
16384,0.06987669
16385,0.51007915
16386,0.30315423
16387,0.04415586
16388,0.015804216
16389,0.16818579
16390,0.104329795
16391,0.008948095
16392,0.063280426
16393,0.095845744
16394,0.34135053
16395,0.18636365
16396,0.18577492
16397,0.023330238
16398,0.01383188
16399,0.014322575
16400,0.07315874
16401,0.24868499
16402,0.6133104
16403,0.016123302
16404,0.09704685
16405,0.017972501
16406,0.10032709
16407,0.37610984
16408,0.04894329
16409,0.023655139
16410,0.020122852
16411,0.15348801
16412,0.3424552
16413,0.21396993
16414,0.011425642
16415,0.06905168
16416,0.044385336
16417,0.29324582
16418,0.12900527
16419,0.192094
16420,0.0212461
16421,0.2126884
16422,0.03378042
16423,0.2905374
16424,0.12576373
16425,0.08206562
16426,0.18627164
16427,0.015362158
16428,0.10681356
16429,0.015902303
16430,0.057938613
16431,0.89867777
16432,0.14951974
16433,0.017852524
16434,0.009244967
16435,0.008948095
16436,0.024707366
16437,0.067279585
16438,0.009924114
16439,0.35361287
16440,0.17111973
16441,0.025784576
16442,0.009368874
16443,0.15311944
16444,0.6092063
16445,0.076738015
16446,0.64093405
16447,0.20349799
16448,0.11062709
16449,0.060863107
16450,0.15698425
16451,0.18467413
16452,0.5971949
16453,0.054995313
16454,0.017940724
16455,0.046882086
16456,0.17609291
16457,0.019196
16458,0.511279
16459,0.7620666
16460,0.014556624
16461,0.013636842
16462,0.009899318
16463,0.009477686
16464,0.08478929
16465,0.010240609
16466,0.021798277
16467,0.1036303
16468,0.37410298
16469,0.32171035
16470,0.017381342
16471,0.79766256
16472,0.039974194
16473,0.010068687
16474,0.35762817
16475,0.3292402
16476,0.5752485
16477,0.016286276
16478,0.010206431
16479,0.35368678
16480,0.18890111
16481,0.11607354
16482,0.024808895
16483,0.021018658
16484,0.8900818
16485,0.63955384
16486,0.027645413
16487,0.7095468
16488,0.117655076
16489,0.12309904
16490,0.06336728
16491,0.802671
16492,0.020407194
16493,0.18583366
16494,0.008984216
16495,0.0681952
16496,0.17149259
16497,0.021583464
16498,0.13502423
16499,0.25415745
16500,0.017991291
16501,0.021713452
16502,0.056543272
16503,0.04213719
16504,0.17395681
16505,0.010084448
16506,0.34228617
16507,0.009740915
16508,0.68625176
16509,0.02510315
16510,0.41338775
16511,0.009059623
16512,0.11445422
16513,0.017109469
16514,0.009250391
16515,0.29540536
16516,0.74372214
16517,0.05959022
16518,0.03287464
16519,0.39693958
16520,0.15960251
16521,0.42590982
16522,0.11516328
16523,0.14921239
16524,0.4370565
16525,0.84035367
16526,0.09356927
16527,0.12305766
16528,0.018206691
16529,0.021734806
16530,0.22374012
16531,0.9642926
16532,0.04517311
16533,0.09915339
16534,0.15445302
16535,0.13435309
16536,0.019953944
16537,0.52870405
16538,0.014682423
16539,0.2536073
16540,0.57700515
16541,0.15564945
16542,0.32744342
16543,0.19851969
16544,0.8836292
16545,0.84516865
16546,0.008561846
16547,0.0173911
16548,0.021118099
16549,0.018716905
16550,0.07181726
16551,0.011426965
16552,0.008438263
16553,0.5596734
16554,0.034770496
16555,0.019078769
